ID_RefSeq_v2.1,ID_RefSeq_v1.1,Module.Assignment
TraesCS7D03G1303200.2,TraesCS7D02G544800.1,W01
TraesCS7D03G1303500.1,TraesCS7D02G544600.1,W01
TraesCS7D03G1304600.1,TraesCS7D02G544200.1.mrna1,W01
TraesCS7D03G1304700.1,TraesCS7D02G544100.1.mrna1,W01
TraesCS7D03G1305400.1,TraesCS7D02G543700.1,W01
TraesCS7D03G1307200.1,TraesCS7D02G543000.1,W01
TraesCS7D03G1307400.1,TraesCS7D02G542900.1.mrna1,W01
TraesCSU03G0007300.1,TraesCSU02G005900.1,W01
TraesCSU03G0012800.1,TraesCSU02G011700.1,W01
TraesCSU03G0013600.1,TraesCSU02G012400.1,W01
TraesCSU03G0013700.1,TraesCSU02G012500.1,W01
TraesCSU03G0013800.1,TraesCSU02G012600.1,W01
TraesCSU03G0014200.1,TraesCSU02G012800.1,W01
TraesCSU03G0020800.1,TraesCSU02G024000.1,W01
TraesCSU03G0026000.1,TraesCSU02G040600.1,W01
TraesCSU03G0030300.1,TraesCSU02G042900.1,W01
TraesCSU03G0031000.1,TraesCSU02G043200.1,W01
TraesCSU03G0033500.1,TraesCSU02G044300.1,W01
TraesCSU03G0033700.1,TraesCSU02G044400.1,W01
TraesCSU03G0033800.1,TraesCSU02G044500.2,W01
TraesCSU03G0036400.1,TraesCSU02G045900.1,W01
TraesCSU03G0041500.1,TraesCSU02G047800.1,W01
TraesCSU03G0043000.1,TraesCSU02G050100.1,W01
TraesCSU03G0048100.1,TraesCSU02G052600.1,W01
TraesCSU03G0048300.1,TraesCSU02G052700.1,W01
TraesCSU03G0049100.1,TraesCSU02G052900.1,W01
TraesCSU03G0049600.1,TraesCSU02G054500.1,W01
TraesCSU03G0049700.1,TraesCSU02G054600.1,W01
TraesCSU03G0052000.1,TraesCSU02G056000.1,W01
TraesCSU03G0059600.1,TraesCSU02G064100.1,W01
TraesCSU03G0060400.1,TraesCSU02G064700.1,W01
TraesCSU03G0060700.1,TraesCSU02G064900.1,W01
TraesCSU03G0061300.1,TraesCSU02G065200.1,W01
TraesCSU03G0063400.1,TraesCSU02G065700.1,W01
TraesCSU03G0063500.1,TraesCSU02G065800.1,W01
TraesCSU03G0068100.1,TraesCSU02G068300.1,W01
TraesCSU03G0069200.1,TraesCSU02G068500.1,W01
TraesCSU03G0071900.1,TraesCSU02G069100.1,W01
TraesCSU03G0078400.1,TraesCSU02G075300.1,W01
TraesCSU03G0083000.1,TraesCSU02G080500.1,W01
TraesCSU03G0085900.1,TraesCSU02G087800.1,W01
TraesCSU03G0089500.1,TraesCSU02G090500.1,W01
TraesCSU03G0099600.1,TraesCSU02G097900.1,W01
TraesCSU03G0103600.2,TraesCSU02G101300.2,W01
TraesCSU03G0103800.1,TraesCSU02G101400.1,W01
TraesCSU03G0104200.1,TraesCSU02G101500.1,W01
TraesCSU03G0111100.1,TraesCSU02G121600.1,W01
TraesCSU03G0114000.1,TraesCSU02G133200.1,W01
TraesCSU03G0114400.1,TraesCSU02G133600.1,W01
TraesCSU03G0114600.1,TraesCSU02G133700.1,W01
TraesCSU03G0119600.1,TraesCSU02G139900.1,W01
TraesCSU03G0127000.1,TraesCSU02G146300.1,W01
TraesCSU03G0133100.1,TraesCSU02G148700.1,W01
TraesCSU03G0145200.1,TraesCSU02G152100.1,W01
TraesCSU03G0149900.1,TraesCSU02G153100.1,W01
TraesCSU03G0179000.1,TraesCSU02G159400.1,W01
TraesCSU03G0180300.1,TraesCSU02G159700.1,W01
TraesCSU03G0183500.1,TraesCSU02G160800.1,W01
TraesCSU03G0185100.1,TraesCSU02G161000.1,W01
TraesCSU03G0212800.1,TraesCSU02G169000.1,W01
TraesCSU03G0228600.1,TraesCSU02G173000.1,W01
TraesCSU03G0237700.1,TraesCSU02G176100.1,W01
TraesCSU03G0251600.1,TraesCSU02G180900.1,W01
TraesCSU03G0283900.1,TraesCSU02G192100.1,W01
TraesCSU03G0294200.1,TraesCSU02G196200.1,W01
TraesCSU03G0315000.1,TraesCSU02G204600.1,W01
TraesCSU03G0316400.1,TraesCSU02G204900.1,W01
TraesCSU03G0329100.1,TraesCSU02G209300.1,W01
TraesCSU03G0387900.1,TraesCSU02G227400.1,W01
TraesCSU03G0428600.1,TraesCSU02G240500.1,W01
TraesCSU03G0483700.1,TraesCSU02G255100.1,W01
TraesCSU03G0514000.1,TraesCSU02G262700.1,W01
TraesCSU03G0531900.1,TraesCSU02G266600.1,W01
TraesCS1A03G0004500.1,TraesCS1A02G002200.1,W02
TraesCS1A03G0005200.1,TraesCS1A02G002500.1,W02
TraesCS1A03G0032100.1,TraesCS1A02G012900.1,W02
TraesCS1A03G0034000.1,TraesCS1A02G013900.1,W02
TraesCS1A03G0038100.1,TraesCS1A02G016000.1,W02
TraesCS1A03G0039400.1,TraesCS1A02G016800.1,W02
TraesCS1A03G0064100.1,TraesCS1A02G027800.1,W02
TraesCS1A03G0067500.1,TraesCS1A02G029800.1,W02
TraesCS1A03G0070800.1,TraesCS1A02G031200.1,W02
TraesCS1A03G0074000.1,TraesCS1A02G033200.1,W02
TraesCS1A03G0081200.1,TraesCS1A02G035100.1,W02
TraesCS1A03G0082100.1,TraesCS1A02G035600.1,W02
TraesCS1A03G0090800.1,TraesCS1A02G038200.1,W02
TraesCS1A03G0099800.1,TraesCS1A02G042100.1,W02
TraesCS1A03G0102200.1,TraesCS1A02G042800.1,W02
TraesCS1A03G0104200.1,TraesCS1A02G043600.1,W02
TraesCS1A03G0112500.1,TraesCS1A02G047000.1,W02
TraesCS1A03G0115500.1,TraesCS1A02G048000.1,W02
TraesCS1A03G0115600.1,TraesCS1A02G048100.1,W02
TraesCS1A03G0117100.1,TraesCS1A02G048700.1,W02
TraesCS1A03G0118300.1,TraesCS1A02G049100.1,W02
TraesCS1A03G0121800.1,TraesCS1A02G050200.1,W02
TraesCS1A03G0129900.1,TraesCS1A02G052700.1,W02
TraesCS1A03G0130400.1,TraesCS1A02G053100.1,W02
TraesCS1A03G0142300.1,TraesCS1A02G058700.1,W02
TraesCS1A03G0143500.1,TraesCS1A02G059100.1,W02
TraesCS1A03G0160100.2,TraesCS1A02G065300.2,W02
TraesCS1A03G0167500.1,TraesCS1A02G068400.1,W02
TraesCS1A03G0172700.1,TraesCS1A02G070600.1,W02
TraesCS1A03G0174900.1,TraesCS1A02G071500.1,W02
TraesCS1A03G0175400.1,TraesCS1A02G071800.1,W02
TraesCS1A03G0177300.1,TraesCS1A02G072400.1,W02
TraesCS1A03G0177500.1,TraesCS1A02G072600.1,W02
TraesCS1A03G0181600.1,TraesCS1A02G075000.1,W02
TraesCS1A03G0186100.1,TraesCS1A02G076200.1,W02
TraesCS1A03G0191000.1,TraesCS1A02G078200.1,W02
TraesCS1A03G0191400.1,TraesCS1A02G078400.1,W02
TraesCS1A03G0192600.1,TraesCS1A02G078600.1,W02
TraesCS1A03G0193000.1,TraesCS1A02G078800.1,W02
TraesCS1A03G0193300.1,TraesCS1A02G079100.1,W02
TraesCS1A03G0193700.1,TraesCS1A02G079500.1,W02
TraesCS1A03G0193900.1,TraesCS1A02G079700.1,W02
TraesCS1A03G0200400.1,TraesCS1A02G082200.1,W02
TraesCS1A03G0205300.1,TraesCS1A02G084500.1,W02
TraesCS1A03G0211700.1,TraesCS1A02G087400.1,W02
TraesCS1A03G0214400.1,TraesCS1A02G088300.1,W02
TraesCS1A03G0214500.1,TraesCS1A02G088400.1,W02
TraesCS1A03G0223600.1,TraesCS1A02G092300.1,W02
TraesCS1A03G0223900.1,TraesCS1A02G092500.1,W02
TraesCS1A03G0225800.1,TraesCS1A02G093300.1,W02
TraesCS1A03G0226300.1,TraesCS1A02G093500.1,W02
TraesCS1A03G0227100.1,TraesCS1A02G093800.1,W02
TraesCS1A03G0227500.1,TraesCS1A02G094100.1,W02
TraesCS1A03G0243500.1,TraesCS1A02G100100.1,W02
TraesCS1A03G0249100.1,TraesCS1A02G102700.1,W02
TraesCS1A03G0249300.1,TraesCS1A02G102800.1,W02
TraesCS1A03G0249400.1,TraesCS1A02G102900.1,W02
TraesCS1A03G0249500.1,TraesCS1A02G103000.1,W02
TraesCS1A03G0263600.1,TraesCS1A02G108900.1,W02
TraesCS1A03G0266000.1,TraesCS1A02G110000.1,W02
TraesCS1A03G0267500.1,TraesCS1A02G110800.1,W02
TraesCS1A03G0268100.1,TraesCS1A02G111000.1,W02
TraesCS1A03G0273000.1,TraesCS1A02G112400.1,W02
TraesCS1A03G0273100.1,TraesCS1A02G112500.1,W02
TraesCS1A03G0286700.1,TraesCS1A02G116900.1,W02
TraesCS1A03G0290300.1,TraesCS1A02G118400.1,W02
TraesCS1A03G0300100.1,TraesCS1A02G121800.1,W02
TraesCS1A03G0302700.1,TraesCS1A02G122500.1,W02
TraesCS1A03G0304000.1,TraesCS1A02G122800.1,W02
TraesCS1A03G0308100.1,TraesCS1A02G124100.1,W02
TraesCS1A03G0311800.1,TraesCS1A02G125400.1,W02
TraesCS1A03G0320300.1,TraesCS1A02G128300.1,W02
TraesCS1A03G0378000.1,TraesCS1A02G141300.1,W02
TraesCS1A03G0378600.1,TraesCS1A02G141500.1,W02
TraesCS1A03G0391500.1,TraesCS1A02G145100.1,W02
TraesCS1A03G0396900.1,TraesCS1A02G147300.1,W02
TraesCS1A03G0402900.1,TraesCS1A02G149700.1,W02
TraesCS1A03G0403400.1,TraesCS1A02G150100.1,W02
TraesCS1A03G0404300.1,TraesCS1A02G150400.1,W02
TraesCS1A03G0407300.1,TraesCS1A02G151600.1,W02
TraesCS1A03G0429400.1,TraesCS1A02G159200.1,W02
TraesCS1A03G0435900.1,TraesCS1A02G161400.1,W02
TraesCS1A03G0447000.1,TraesCS1A02G164600.1,W02
TraesCS1A03G0447800.1,TraesCS1A02G164900.1,W02
TraesCS1A03G0450700.1,TraesCS1A02G166100.1,W02
TraesCS1A03G0450800.1,TraesCS1A02G166200.1,W02
TraesCS1A03G0451800.2,TraesCS1A02G166900.2,W02
TraesCS1A03G0453100.1,TraesCS1A02G167600.1,W02
TraesCS1A03G0459500.1,TraesCS1A02G170000.1,W02
TraesCS1A03G0462200.1,TraesCS1A02G171400.1,W02
TraesCS1A03G0478900.1,TraesCS1A02G177300.1,W02
TraesCS1A03G0483200.1,TraesCS1A02G178700.1,W02
TraesCS1A03G0484600.1,TraesCS1A02G179400.1,W02
TraesCS1A03G0487700.1,TraesCS1A02G181000.1,W02
TraesCS1A03G0489000.1,TraesCS1A02G181600.1,W02
TraesCS1A03G0490100.1,TraesCS1A02G182100.1,W02
TraesCS1A03G0490400.1,TraesCS1A02G182300.1,W02
TraesCS1A03G0491400.1,TraesCS1A02G182600.1,W02
TraesCS1A03G0492600.1,TraesCS1A02G183000.1,W02
TraesCS1A03G0501600.1,TraesCS1A02G186100.1,W02
TraesCS1A03G0501800.1,TraesCS1A02G186300.1,W02
TraesCS1A03G0501900.1,TraesCS1A02G186400.1,W02
TraesCS1A03G0502000.1,TraesCS1A02G186500.1,W02
TraesCS1A03G0502500.1,TraesCS1A02G186600.1,W02
TraesCS1A03G0502600.1,TraesCS1A02G186700.1,W02
TraesCS1A03G0502800.1,TraesCS1A02G186800.1,W02
TraesCS1A03G0503000.1,TraesCS1A02G187000.1,W02
TraesCS1A03G0505800.1,TraesCS1A02G188700.1,W02
TraesCS1A03G0507800.1,TraesCS1A02G189300.1,W02
TraesCS1A03G0514800.1,TraesCS1A02G191900.1,W02
TraesCS1A03G0515400.1,TraesCS1A02G192300.1,W02
TraesCS1A03G0516700.1,TraesCS1A02G192800.1,W02
TraesCS1A03G0517100.1,TraesCS1A02G193000.1,W02
TraesCS1A03G0521900.1,TraesCS1A02G194600.1,W02
TraesCS1A03G0523000.1,TraesCS1A02G194900.1,W02
TraesCS1A03G0526300.1,TraesCS1A02G195700.1,W02
TraesCS1A03G0531100.1,TraesCS1A02G198500.1,W02
TraesCS1A03G0536900.1,TraesCS1A02G200800.1,W02
TraesCS1A03G0538400.1,TraesCS1A02G201400.1,W02
TraesCS1A03G0542400.1,TraesCS1A02G203600.1,W02
TraesCS1A03G0542500.1,TraesCS1A02G203700.1,W02
TraesCS1A03G0547200.1,TraesCS1A02G206200.1,W02
TraesCS1A03G0547900.1,TraesCS1A02G206800.1,W02
TraesCS1A03G0551000.1,TraesCS1A02G208200.1,W02
TraesCS1A03G0551800.1,TraesCS1A02G208900.1,W02
TraesCS1A03G0554300.1,TraesCS1A02G209700.1,W02
TraesCS1A03G0555300.1,TraesCS1A02G210400.1,W02
TraesCS1A03G0557300.1,TraesCS1A02G211500.1,W02
TraesCS1A03G0561300.1,TraesCS1A02G213400.1,W02
TraesCS1A03G0567100.1,TraesCS1A02G215100.1,W02
TraesCS1A03G0568600.1,TraesCS1A02G215600.1,W02
TraesCS1A03G0568900.1,TraesCS1A02G215800.1,W02
TraesCS1A03G0572300.1,TraesCS1A02G217100.1,W02
TraesCS1A03G0578100.1,TraesCS1A02G220900.1,W02
TraesCS1A03G0578500.1,TraesCS1A02G221200.1,W02
TraesCS1A03G0578800.1,TraesCS1A02G221400.1,W02
TraesCS1A03G0582700.1,TraesCS1A02G222600.1,W02
TraesCS1A03G0592000.1,TraesCS1A02G227300.1,W02
TraesCS1A03G0593300.1,TraesCS1A02G228000.1,W02
TraesCS1A03G0596000.1,TraesCS1A02G229000.1,W02
TraesCS1A03G0596500.1,TraesCS1A02G229300.1,W02
TraesCS1A03G0603300.1,TraesCS1A02G232500.1,W02
TraesCS1A03G0611000.1,TraesCS1A02G235200.1,W02
TraesCS1A03G0611100.1,TraesCS1A02G235300.1,W02
TraesCS1A03G0613200.1,TraesCS1A02G235800.1,W02
TraesCS1A03G0621200.1,TraesCS1A02G238700.1,W02
TraesCS1A03G0622900.1,TraesCS1A02G239400.1,W02
TraesCS1A03G0623400.1,TraesCS1A02G239800.1,W02
TraesCS1A03G0623900.1,TraesCS1A02G240200.1,W02
TraesCS1A03G0625800.1,TraesCS1A02G241100.1,W02
TraesCS1A03G0628400.1,TraesCS1A02G242700.1,W02
TraesCS1A03G0629700.1,TraesCS1A02G243400.1,W02
TraesCS1A03G0637400.1,TraesCS1A02G246500.1,W02
TraesCS1A03G0642400.1,TraesCS1A02G248000.1,W02
TraesCS1A03G0642700.1,TraesCS1A02G248200.1,W02
TraesCS1A03G0644100.1,TraesCS1A02G248700.1,W02
TraesCS1A03G0644400.1,TraesCS1A02G248800.1,W02
TraesCS1A03G0645000.1,TraesCS1A02G249000.1,W02
TraesCS1A03G0646400.1,TraesCS1A02G250000.1,W02
TraesCS1A03G0646900.1,TraesCS1A02G250400.1,W02
TraesCS1A03G0649900.1,TraesCS1A02G251900.1,W02
TraesCS1A03G0652400.1,TraesCS1A02G253400.1,W02
TraesCS1A03G0652700.1,TraesCS1A02G253600.1,W02
TraesCS1A03G0659900.1,TraesCS1A02G257200.1,W02
TraesCS1A03G0660000.1,TraesCS1A02G257300.1,W02
TraesCS1A03G0660500.1,TraesCS1A02G257500.1,W02
TraesCS1A03G0660800.1,TraesCS1A02G257700.1,W02
TraesCS1A03G0663500.1,TraesCS1A02G259200.1,W02
TraesCS1A03G0664700.1,TraesCS1A02G259900.1,W02
TraesCS1A03G0667200.1,TraesCS1A02G260700.1,W02
TraesCS1A03G0667900.1,TraesCS1A02G261100.1,W02
TraesCS1A03G0669100.1,TraesCS1A02G262000.1,W02
TraesCS1A03G0674900.1,TraesCS1A02G265200.1,W02
TraesCS1A03G0678900.1,TraesCS1A02G266900.1,W02
TraesCS1A03G0683800.1,TraesCS1A02G269600.1,W02
TraesCS1A03G0684800.1,TraesCS1A02G270300.1,W02
TraesCS1A03G0686900.1,TraesCS1A02G271700.1,W02
TraesCS1A03G0687800.1,TraesCS1A02G272300.1,W02
TraesCS1A03G0688400.1,TraesCS1A02G272600.1,W02
TraesCS1A03G0691200.1,TraesCS1A02G273500.1,W02
TraesCS1A03G0691300.1,TraesCS1A02G273600.1,W02
TraesCS1A03G0696200.1,TraesCS1A02G275900.1,W02
TraesCS1A03G0700800.1,TraesCS1A02G277400.1,W02
TraesCS1A03G0704600.1,TraesCS1A02G279300.1,W02
TraesCS1A03G0706500.1,TraesCS1A02G279800.1,W02
TraesCS1A03G0707900.1,TraesCS1A02G280300.1,W02
TraesCS1A03G0708000.1,TraesCS1A02G280400.1,W02
TraesCS1A03G0708600.1,TraesCS1A02G280700.1,W02
TraesCS1A03G0713900.1,TraesCS1A02G282800.1,W02
TraesCS1A03G0714400.1,TraesCS1A02G283100.1,W02
TraesCS1A03G0718400.1,TraesCS1A02G284900.1,W02
TraesCS1A03G0723200.1,TraesCS1A02G287700.1,W02
TraesCS1A03G0723300.1,TraesCS1A02G287800.1,W02
TraesCS1A03G0729600.1,TraesCS1A02G291200.1,W02
TraesCS1A03G0730400.1,TraesCS1A02G291700.1,W02
TraesCS1A03G0730500.1,TraesCS1A02G291800.1,W02
TraesCS1A03G0731500.1,TraesCS1A02G292500.1,W02
TraesCS1A03G0732800.1,TraesCS1A02G293200.1,W02
TraesCS1A03G0737000.1,TraesCS1A02G295300.1,W02
TraesCS1A03G0737600.1,TraesCS1A02G295700.1,W02
TraesCS1A03G0741900.1,TraesCS1A02G297800.1,W02
TraesCS1A03G0743700.1,TraesCS1A02G298600.1,W02
TraesCS1A03G0744900.1,TraesCS1A02G298900.1,W02
TraesCS1A03G0747900.1,TraesCS1A02G300000.1,W02
TraesCS1A03G0749800.1,TraesCS1A02G301300.1,W02
TraesCS1A03G0750100.1,TraesCS1A02G301600.1,W02
TraesCS1A03G0753200.1,TraesCS1A02G302700.1,W02
TraesCS1A03G0753800.1,TraesCS1A02G303100.1,W02
TraesCS1A03G0756400.1,TraesCS1A02G304200.1,W02
TraesCS1A03G0756800.2,TraesCS1A02G304400.2,W02
TraesCS1A03G0757500.1,TraesCS1A02G304900.1,W02
TraesCS1A03G0759500.1,TraesCS1A02G305400.1,W02
TraesCS1A03G0764900.1,TraesCS1A02G308200.1,W02
TraesCS1A03G0765700.1,TraesCS1A02G308700.1,W02
TraesCS1A03G0765800.1,TraesCS1A02G308800.1,W02
TraesCS1A03G0768500.1,TraesCS1A02G309600.1,W02
TraesCS1A03G0773800.1,TraesCS1A02G311700.1,W02
TraesCS1A03G0775700.1,TraesCS1A02G312300.1,W02
TraesCS1A03G0775800.1,TraesCS1A02G312400.1,W02
TraesCS1A03G0779300.1,TraesCS1A02G313900.1,W02
TraesCS1A03G0780800.1,TraesCS1A02G314300.1,W02
TraesCS1A03G0800500.1,TraesCS1A02G322900.1,W02
TraesCS1A03G0800700.1,TraesCS1A02G323000.1,W02
TraesCS1A03G0803800.1,TraesCS1A02G324000.1,W02
TraesCS1A03G0823700.1,TraesCS1A02G332000.1,W02
TraesCS1A03G0825600.1,TraesCS1A02G332800.1,W02
TraesCS1A03G0827000.1,TraesCS1A02G333800.1,W02
TraesCS1A03G0834700.1,TraesCS1A02G337900.1,W02
TraesCS1A03G0835900.1,TraesCS1A02G338200.1,W02
TraesCS1A03G0837500.1,TraesCS1A02G339200.1,W02
TraesCS1A03G0845100.1,TraesCS1A02G342400.1,W02
TraesCS1A03G0845700.1,TraesCS1A02G342800.1,W02
TraesCS1A03G0852100.1,TraesCS1A02G347000.1,W02
TraesCS1A03G0852300.1,TraesCS1A02G347200.1,W02
TraesCS1A03G0855100.1,TraesCS1A02G348700.1,W02
TraesCS1A03G0855800.1,TraesCS1A02G349200.1,W02
TraesCS1A03G0859800.1,TraesCS1A02G350400.2,W02
TraesCS1A03G0860700.1,TraesCS1A02G350900.1,W02
TraesCS1A03G0862200.1,TraesCS1A02G351300.1,W02
TraesCS1A03G0862600.1,TraesCS1A02G351600.1,W02
TraesCS1A03G0866500.1,TraesCS1A02G353600.1,W02
TraesCS1A03G0867600.1,TraesCS1A02G354000.1,W02
TraesCS1A03G0867800.1,TraesCS1A02G354200.1,W02
TraesCS1A03G0869900.1,TraesCS1A02G355300.1,W02
TraesCS1A03G0875300.1,TraesCS1A02G358400.1,W02
TraesCS1A03G0876600.1,TraesCS1A02G359100.1,W02
TraesCS1A03G0878900.1,TraesCS1A02G359900.1,W02
TraesCS1A03G0880800.1,TraesCS1A02G360900.1,W02
TraesCS1A03G0881300.1,TraesCS1A02G361100.1,W02
TraesCS1A03G0881400.1,TraesCS1A02G361200.1,W02
TraesCS1A03G0885000.1,TraesCS1A02G362900.1,W02
TraesCS1A03G0887400.1,TraesCS1A02G364200.1,W02
TraesCS1A03G0887900.1,TraesCS1A02G364700.1,W02
TraesCS1A03G0889500.1,TraesCS1A02G365800.1,W02
TraesCS1A03G0892400.1,TraesCS1A02G367000.1,W02
TraesCS1A03G0892500.1,TraesCS1A02G367100.1,W02
TraesCS1A03G0892700.1,TraesCS1A02G367200.1,W02
TraesCS1A03G0893900.1,TraesCS1A02G367900.1,W02
TraesCS1A03G0894900.1,TraesCS1A02G368400.1,W02
TraesCS1A03G0898900.1,TraesCS1A02G370400.1,W02
TraesCS1A03G0899300.1,TraesCS1A02G370600.1,W02
TraesCS1A03G0899400.1,TraesCS1A02G370700.1,W02
TraesCS1A03G0901200.1,TraesCS1A02G371000.1,W02
TraesCS1A03G0903400.1,TraesCS1A02G372300.1,W02
TraesCS1A03G0905600.1,TraesCS1A02G373000.1,W02
TraesCS1A03G0906000.1,TraesCS1A02G373200.1,W02
TraesCS1A03G0908400.1,TraesCS1A02G374700.1,W02
TraesCS1A03G0909100.1,TraesCS1A02G375000.1,W02
TraesCS1A03G0913800.1,TraesCS1A02G377900.1,W02
TraesCS1A03G0914900.1,TraesCS1A02G378500.1,W02
TraesCS1A03G0917700.1,TraesCS1A02G379700.1,W02
TraesCS1A03G0919200.1,TraesCS1A02G380700.1,W02
TraesCS1A03G0919900.1,TraesCS1A02G380900.1,W02
TraesCS1A03G0920700.1,TraesCS1A02G381400.1,W02
TraesCS1A03G0926100.1,TraesCS1A02G383400.1,W02
TraesCS1A03G0941200.1,TraesCS1A02G386500.1,W02
TraesCS1A03G0948000.1,TraesCS1A02G388600.1,W02
TraesCS1A03G0953400.1,TraesCS1A02G391100.1,W02
TraesCS1A03G0955500.1,TraesCS1A02G392200.1,W02
TraesCS1A03G0956000.1,TraesCS1A02G392300.1,W02
TraesCS1A03G0957600.1,TraesCS1A02G393300.1,W02
TraesCS1A03G0959100.1,TraesCS1A02G394400.1,W02
TraesCS1A03G0961400.1,TraesCS1A02G394900.1,W02
TraesCS1A03G0961900.1,TraesCS1A02G395200.1,W02
TraesCS1A03G0968200.1,TraesCS1A02G396900.1,W02
TraesCS1A03G0968600.1,TraesCS1A02G397200.1,W02
TraesCS1A03G0974300.1,TraesCS1A02G399600.1,W02
TraesCS1A03G0977200.1,TraesCS1A02G400700.1,W02
TraesCS1A03G0980800.1,TraesCS1A02G401800.1,W02
TraesCS1A03G0982600.1,TraesCS1A02G402600.1,W02
TraesCS1A03G0989300.1,TraesCS1A02G404200.1,W02
TraesCS1A03G0992000.1,TraesCS1A02G405600.1,W02
TraesCS1A03G1003800.1,TraesCS1A02G410400.1,W02
TraesCS1A03G1003900.1,TraesCS1A02G410500.1,W02
TraesCS1A03G1006200.1,TraesCS1A02G411800.1,W02
TraesCS1A03G1009900.1,TraesCS1A02G413400.1,W02
TraesCS1A03G1011600.1,TraesCS1A02G414100.1,W02
TraesCS1A03G1012500.1,TraesCS1A02G414500.1,W02
TraesCS1A03G1012700.1,TraesCS1A02G414600.1,W02
TraesCS1A03G1012800.1,TraesCS1A02G414700.1,W02
TraesCS1A03G1012900.1,TraesCS1A02G414800.1,W02
TraesCS1A03G1015000.1,TraesCS1A02G415500.1,W02
TraesCS1A03G1015800.1,TraesCS1A02G416100.1,W02
TraesCS1A03G1019700.1,TraesCS1A02G417800.1,W02
TraesCS1A03G1026200.1,TraesCS1A02G420500.1,W02
TraesCS1A03G1027600.1,TraesCS1A02G421100.1,W02
TraesCS1A03G1031900.1,TraesCS1A02G424000.1,W02
TraesCS1A03G1032700.1,TraesCS1A02G424500.1,W02
TraesCS1A03G1033200.1,TraesCS1A02G424100.1,W02
TraesCS1A03G1035300.1,TraesCS1A02G425400.1,W02
TraesCS1A03G1045200.1,TraesCS1A02G429800.1,W02
TraesCS1A03G1045500.1,TraesCS1A02G430000.1,W02
TraesCS1A03G1058900.1,TraesCS1A02G435400.1,W02
TraesCS1A03G1083900.1,TraesCS1A02G444900.1,W02
TraesCS1B03G0003000.1,TraesCS1B02G001500.1,W02
TraesCS1B03G0003400.1,TraesCS1B02G001900.1,W02
TraesCS1B03G0074000.1,TraesCS1B02G036900.1,W02
TraesCS1B03G0085000.1,TraesCS1B02G041400.1,W02
TraesCS1B03G0097100.1,TraesCS1B02G044800.1,W02
TraesCS1B03G0098000.1,TraesCS1B02G045300.1,W02
TraesCS1B03G0099600.1,TraesCS1B02G045600.1,W02
TraesCS1B03G0132800.1,TraesCS1B02G056900.1,W02
TraesCS1B03G0145400.1,TraesCS1B02G060700.1,W02
TraesCS1B03G0152600.1,TraesCS1B02G062400.1,W02
TraesCS1B03G0155900.1,TraesCS1B02G063800.1,W02
TraesCS1B03G0165700.1,TraesCS1B02G066500.1,W02
TraesCS1B03G0165900.1,TraesCS1B02G066600.1,W02
TraesCS1B03G0235700.1,TraesCS1B02G089100.1,W02
TraesCS1B03G0243500.1,TraesCS1B02G091200.1,W02
TraesCS1B03G0244200.1,TraesCS1B02G091500.1,W02
TraesCS1B03G0245000.1,TraesCS1B02G091900.1,W02
TraesCS1B03G0258300.1,TraesCS1B02G096300.1,W02
TraesCS1B03G0258400.1,TraesCS1B02G096400.1,W02
TraesCS1B03G0258700.1,TraesCS1B02G096600.1,W02
TraesCS1B03G0259300.1,TraesCS1B02G096800.1,W02
TraesCS1B03G0260500.1,TraesCS1B02G097200.1,W02
TraesCS1B03G0260800.1,TraesCS1B02G097400.1,W02
TraesCS1B03G0262700.1,TraesCS1B02G097700.1,W02
TraesCS1B03G0269500.1,TraesCS1B02G100100.1,W02
TraesCS1B03G0280400.1,TraesCS1B02G104500.1,W02
TraesCS1B03G0280500.1,TraesCS1B02G104600.1,W02
TraesCS1B03G0289400.1,TraesCS1B02G107300.1,W02
TraesCS1B03G0289600.1,TraesCS1B02G107400.1,W02
TraesCS1B03G0289800.1,TraesCS1B02G107500.1,W02
TraesCS1B03G0306600.1,TraesCS1B02G113500.1,W02
TraesCS1B03G0306800.1,TraesCS1B02G113700.1,W02
TraesCS1B03G0306900.1,TraesCS1B02G113800.1,W02
TraesCS1B03G0308700.1,TraesCS1B02G114300.1,W02
TraesCS1B03G0309000.1,TraesCS1B02G114400.1,W02
TraesCS1B03G0368400.1,TraesCS1B02G135700.1,W02
TraesCS1B03G0374000.1,TraesCS1B02G138100.1,W02
TraesCS1B03G0388600.1,TraesCS1B02G142000.1,W02
TraesCS1B03G0409100.1,TraesCS1B02G147600.1,W02
TraesCS1B03G0453200.1,TraesCS1B02G157000.1,W02
TraesCS1B03G0455800.1,TraesCS1B02G158000.1,W02
TraesCS1B03G0468800.1,TraesCS1B02G161300.1,W02
TraesCS1B03G0473100.1,TraesCS1B02G162400.1,W02
TraesCS1B03G0483500.1,TraesCS1B02G164800.1,W02
TraesCS1B03G0483900.1,TraesCS1B02G165000.1,W02
TraesCS1B03G0486400.1,TraesCS1B02G166100.1,W02
TraesCS1B03G0489000.1,TraesCS1B02G166500.1,W02
TraesCS1B03G0489100.1,TraesCS1B02G166600.1,W02
TraesCS1B03G0494600.1,TraesCS1B02G168100.1,W02
TraesCS1B03G0494800.2,TraesCS1B02G168200.1,W02
TraesCS1B03G0498700.1,TraesCS1B02G169200.1,W02
TraesCS1B03G0500600.1,TraesCS1B02G169800.1,W02
TraesCS1B03G0521100.1,TraesCS1B02G175600.1,W02
