ID_RefSeq_v2.1,ID_RefSeq_v1.1,Module.Assignment
TraesCS1A03G0524700.1,TraesCS1A02G195312.1,W01
TraesCS1A03G0525200.2,TraesCS1A02G195500.2,W01
TraesCS1A03G0527900.1,TraesCS1A02G196400.1,W01
TraesCS1A03G0528100.1,TraesCS1A02G196500.1,W01
TraesCS1A03G0528400.1,TraesCS1A02G196800.1,W01
TraesCS1A03G0528900.1,TraesCS1A02G197200.1,W01
TraesCS1A03G0529000.1,TraesCS1A02G197100.1,W01
TraesCS1A03G0529100.1,TraesCS1A02G197300.1,W01
TraesCS1A03G0529200.1,TraesCS1A02G197400.1,W01
TraesCS1A03G0529300.1,TraesCS1A02G197500.1,W01
TraesCS1A03G0529500.1,TraesCS1A02G197700.1,W01
TraesCS1A03G0529800.1,TraesCS1A02G197800.1,W01
TraesCS1A03G0529900.1,TraesCS1A02G197900.1,W01
TraesCS1A03G0530700.1,TraesCS1A02G198300.1,W01
TraesCS1A03G0531000.1,TraesCS1A02G198400.1,W01
TraesCS1A03G0533000.1,TraesCS1A02G199500.1,W01
TraesCS1A03G0533600.1,TraesCS1A02G199900.1,W01
TraesCS1A03G0536400.1,TraesCS1A02G200600.1,W01
TraesCS1A03G0537300.3,TraesCS1A02G200900.3,W01
TraesCS1A03G0537900.1,TraesCS1A02G201200.1,W01
TraesCS1A03G0539600.1,TraesCS1A02G202000.1,W01
TraesCS1A03G0540500.1,TraesCS1A02G202700.1,W01
TraesCS1A03G0544100.1,TraesCS1A02G204300.1,W01
TraesCS1A03G0545200.1,TraesCS1A02G204700.1,W01
TraesCS1A03G0545600.1,TraesCS1A02G205000.1,W01
TraesCS1A03G0545700.1,TraesCS1A02G205100.1,W01
TraesCS1A03G0546600.1,TraesCS1A02G205700.1,W01
TraesCS1A03G0547400.1,TraesCS1A02G206400.1,W01
TraesCS1A03G0548500.1,TraesCS1A02G207100.1,W01
TraesCS1A03G0548900.1,TraesCS1A02G207300.1,W01
TraesCS1A03G0551300.1,TraesCS1A02G208500.1,W01
TraesCS1A03G0551400.2,TraesCS1A02G208600.1,W01
TraesCS1A03G0554000.1,TraesCS1A02G209400.1,W01
TraesCS1A03G0554200.1,TraesCS1A02G209600.1,W01
TraesCS1A03G0555200.2,TraesCS1A02G210300.2,W01
TraesCS1A03G0555600.1,TraesCS1A02G210500.1,W01
TraesCS1A03G0555900.1,TraesCS1A02G210700.1,W01
TraesCS1A03G0556700.1,TraesCS1A02G211000.1,W01
TraesCS1A03G0557100.1,TraesCS1A02G211300.1,W01
TraesCS1A03G0557700.1,TraesCS1A02G211800.1,W01
TraesCS1A03G0557800.1,TraesCS1A02G211900.1,W01
TraesCS1A03G0558000.1,TraesCS1A02G212000.1,W01
TraesCS1A03G0559000.1,TraesCS1A02G212300.1,W01
TraesCS1A03G0559100.1,TraesCS1A02G212400.1,W01
TraesCS1A03G0559500.1,TraesCS1A02G212600.1,W01
TraesCS1A03G0561600.1,TraesCS1A02G213600.1,W01
TraesCS1A03G0562100.1,TraesCS1A02G213800.1,W01
TraesCS1A03G0562600.1,TraesCS1A02G214100.1,W01
TraesCS1A03G0563200.1,TraesCS1A02G214300.1,W01
TraesCS1A03G0564800.1,TraesCS1A02G214400.1,W01
TraesCS1A03G0565200.1,TraesCS1A02G214700.1,W01
TraesCS1A03G0568100.1,TraesCS1A02G215300.1,W01
TraesCS1A03G0571700.1,TraesCS1A02G216700.1,W01
TraesCS1A03G0571800.1,TraesCS1A02G216800.1,W01
TraesCS1A03G0572700.1,TraesCS1A02G217400.1,W01
TraesCS1A03G0573800.1,TraesCS1A02G218000.1,W01
TraesCS1A03G0574100.1,TraesCS1A02G218200.1,W01
TraesCS1A03G0574300.1,TraesCS1A02G218300.1,W01
TraesCS1A03G0575400.1,TraesCS1A02G218800.1,W01
TraesCS1A03G0575800.1,TraesCS1A02G219000.1,W01
TraesCS1A03G0576000.1,TraesCS1A02G219200.1,W01
TraesCS1A03G0576800.1,TraesCS1A02G219800.1,W01
TraesCS1A03G0576900.1,TraesCS1A02G219900.1,W01
TraesCS1A03G0577000.1,TraesCS1A02G220000.1,W01
TraesCS1A03G0577600.1,TraesCS1A02G220400.1,W01
TraesCS1A03G0577700.1,TraesCS1A02G220500.1,W01
TraesCS1A03G0578000.1,TraesCS1A02G220800.1,W01
TraesCS1A03G0578300.1,TraesCS1A02G221000.1,W01
TraesCS1A03G0578400.3,TraesCS1A02G221100.3,W01
TraesCS1A03G0578700.1,TraesCS1A02G221300.1,W01
TraesCS1A03G0581700.1,TraesCS1A02G222200.1,W01
TraesCS1A03G0582000.1,TraesCS1A02G222500.1,W01
TraesCS1A03G0583200.1,TraesCS1A02G222700.1,W01
TraesCS1A03G0583800.1,TraesCS1A02G223100.1,W01
TraesCS1A03G0585700.1,TraesCS1A02G223800.1,W01
TraesCS1A03G0587300.1,TraesCS1A02G224700.1,W01
TraesCS1A03G0587900.1,TraesCS1A02G225100.1,W01
TraesCS1A03G0588700.1,TraesCS1A02G225600.1,W01
TraesCS1A03G0588800.1,TraesCS1A02G225700.1,W01
TraesCS1A03G0589500.1,TraesCS1A02G226100.1,W01
TraesCS1A03G0590100.1,TraesCS1A02G226600.1,W01
TraesCS1A03G0590400.1,TraesCS1A02G226700.1,W01
TraesCS1A03G0591300.1,TraesCS1A02G226900.1,W01
TraesCS1A03G0592800.1,TraesCS1A02G227600.1,W01
TraesCS1A03G0595500.1,TraesCS1A02G228600.1,W01
TraesCS1A03G0596900.1,TraesCS1A02G229600.1,W01
TraesCS1A03G0598300.1,TraesCS1A02G230300.1,W01
TraesCS1A03G0599100.1,TraesCS1A02G230600.1,W01
TraesCS1A03G0600400.1,TraesCS1A02G231100.1,W01
TraesCS1A03G0602600.1,TraesCS1A02G232000.1,W01
TraesCS1A03G0603100.1,TraesCS1A02G232300.1,W01
TraesCS1A03G0604000.1,TraesCS1A02G232900.1,W01
TraesCS1A03G0604800.1,TraesCS1A02G233100.1,W01
TraesCS1A03G0605500.1,TraesCS1A02G233400.1,W01
TraesCS1A03G0605600.1,TraesCS1A02G233500.1,W01
TraesCS1A03G0605700.1,TraesCS1A02G233600.1,W01
TraesCS1A03G0608100.1,TraesCS1A02G234400.1,W01
TraesCS1A03G0612400.1,TraesCS1A02G235500.1,W01
TraesCS1A03G0612500.1,TraesCS1A02G235600.1,W01
TraesCS1A03G0613000.1,TraesCS1A02G235700.1,W01
TraesCS1A03G0614900.1,TraesCS1A02G236300.1,W01
TraesCS1A03G0615800.1,TraesCS1A02G236700.1,W01
TraesCS1A03G0619000.1,TraesCS1A02G237800.1,W01
TraesCS1A03G0619500.1,TraesCS1A02G238000.1,W01
TraesCS1A03G0619600.1,TraesCS1A02G238100.1,W01
TraesCS1A03G0621100.1,TraesCS1A02G238600.1,W01
TraesCS1A03G0622400.1,TraesCS1A02G239000.1,W01
TraesCS1A03G0622500.1,TraesCS1A02G239100.1,W01
TraesCS1A03G0622700.1,TraesCS1A02G239300.1,W01
TraesCS1A03G0623200.1,TraesCS1A02G239600.1,W01
TraesCS1A03G0624000.1,TraesCS1A02G240300.1,W01
TraesCS1A03G0625600.1,TraesCS1A02G241000.1,W01
TraesCS1A03G0626200.1,TraesCS1A02G241400.1,W01
TraesCS1A03G0626800.1,TraesCS1A02G241700.1,W01
TraesCS1A03G0627000.1,TraesCS1A02G241900.1,W01
TraesCS1A03G0627200.1,TraesCS1A02G242000.1,W01
TraesCS1A03G0627400.1,TraesCS1A02G242100.1,W01
TraesCS1A03G0627600.1,TraesCS1A02G242200.1,W01
TraesCS1A03G0627700.1,TraesCS1A02G242300.1,W01
TraesCS1A03G0628100.1,TraesCS1A02G242500.1,W01
TraesCS1A03G0628600.1,TraesCS1A02G242900.1,W01
TraesCS1A03G0628900.1,TraesCS1A02G243100.1,W01
TraesCS1A03G0629600.1,TraesCS1A02G243300.1,W01
TraesCS1A03G0630900.1,TraesCS1A02G244200.1,W01
TraesCS1A03G0631000.1,TraesCS1A02G244300.1,W01
TraesCS1A03G0631400.1,TraesCS1A02G244400.1,W01
TraesCS1A03G0632500.2,TraesCS1A02G244900.2,W01
TraesCS1A03G0634700.1,TraesCS1A02G245700.1,W01
TraesCS1A03G0636200.2,TraesCS1A02G246100.1,W01
TraesCS1A03G0637100.1,TraesCS1A02G246200.1,W01
TraesCS1A03G0638000.1,TraesCS1A02G246700.1,W01
TraesCS1A03G0638100.1,TraesCS1A02G246800.1,W01
TraesCS1A03G0639500.1,TraesCS1A02G247100.1,W01
TraesCS1A03G0640000.1,TraesCS1A02G247200.1,W01
TraesCS1A03G0640500.1,TraesCS1A02G247500.1,W01
TraesCS1A03G0641500.1,TraesCS1A02G247700.1,W01
TraesCS1A03G0641800.1,TraesCS1A02G247800.1,W01
TraesCS1A03G0642500.1,TraesCS1A02G248100.1,W01
TraesCS1A03G0643000.1,TraesCS1A02G248400.1,W01
TraesCS1A03G0645300.1,TraesCS1A02G249200.1,W01
TraesCS1A03G0645400.1,TraesCS1A02G249300.1,W01
TraesCS1A03G0645900.1,TraesCS1A02G249600.1,W01
TraesCS1A03G0646600.1,TraesCS1A02G250200.1,W01
TraesCS1A03G0647700.1,TraesCS1A02G250700.1,W01
TraesCS1A03G0648100.1,TraesCS1A02G251000.1,W01
TraesCS1A03G0648300.1,TraesCS1A02G251100.1,W01
TraesCS1A03G0648400.1,TraesCS1A02G251200.1,W01
TraesCS1A03G0648600.1,TraesCS1A02G251300.1,W01
TraesCS1A03G0649600.1,TraesCS1A02G251800.1,W01
TraesCS1A03G0650400.1,TraesCS1A02G252300.1,W01
TraesCS1A03G0651100.1,TraesCS1A02G253000.1,W01
TraesCS1A03G0653000.1,TraesCS1A02G253900.1,W01
TraesCS1A03G0653600.1,TraesCS1A02G254400.1,W01
TraesCS1A03G0654000.1,TraesCS1A02G254500.1,W01
TraesCS1A03G0655700.1,TraesCS1A02G255000.1,W01
TraesCS1A03G0656100.1,TraesCS1A02G255200.1,W01
TraesCS1A03G0656200.1,TraesCS1A02G255300.1,W01
TraesCS1A03G0656800.1,TraesCS1A02G255600.1,W01
TraesCS1A03G0657000.1,TraesCS1A02G255800.1,W01
TraesCS1A03G0657700.1,TraesCS1A02G256200.1,W01
TraesCS1A03G0658900.1,TraesCS1A02G256700.1,W01
TraesCS1A03G0659500.1,TraesCS1A02G257000.1,W01
TraesCS1A03G0659700.1,TraesCS1A02G257100.1,W01
TraesCS1A03G0661200.1,TraesCS1A02G257900.1,W01
TraesCS1A03G0662600.1,TraesCS1A02G258500.1,W01
TraesCS1A03G0662800.1,TraesCS1A02G258700.1,W01
TraesCS1A03G0663800.1,TraesCS1A02G259400.1,W01
TraesCS1A03G0665000.1,TraesCS1A02G260000.1,W01
TraesCS1A03G0667000.1,TraesCS1A02G260600.1,W01
TraesCS1A03G0668500.1,TraesCS1A02G261600.1,W01
TraesCS1A03G0669500.1,TraesCS1A02G262400.1,W01
TraesCS1A03G0669900.1,TraesCS1A02G262500.1,W01
TraesCS1A03G0670100.1,TraesCS1A02G262600.1,W01
TraesCS1A03G0671100.1,TraesCS1A02G263000.1,W01
TraesCS1A03G0671300.1,TraesCS1A02G263200.1,W01
TraesCS1A03G0671800.1,TraesCS1A02G263400.1,W01
TraesCS1A03G0672600.1,TraesCS1A02G263900.1,W01
TraesCS1A03G0672900.1,TraesCS1A02G264200.1,W01
TraesCS1A03G0673200.1,TraesCS1A02G264300.1,W01
TraesCS1A03G0673800.1,TraesCS1A02G264500.1,W01
TraesCS1A03G0673900.1,TraesCS1A02G264600.1,W01
TraesCS1A03G0674000.1,TraesCS1A02G264700.1,W01
TraesCS1A03G0675300.1,TraesCS1A02G265500.1,W01
TraesCS1A03G0677700.2,TraesCS1A02G266600.2,W01
TraesCS1A03G0678300.1,TraesCS1A02G266700.1,W01
TraesCS1A03G0679900.1,TraesCS1A02G267600.1,W01
TraesCS1A03G0681600.1,TraesCS1A02G268400.1,W01
TraesCS1A03G0681900.1,TraesCS1A02G268700.1,W01
TraesCS1A03G0682300.1,TraesCS1A02G269000.1,W01
TraesCS1A03G0682500.1,TraesCS1A02G269200.1,W01
TraesCS1A03G0683400.1,TraesCS1A02G269500.1,W01
TraesCS1A03G0684700.1,TraesCS1A02G270200.1,W01
TraesCS1A03G0687500.1,TraesCS1A02G272000.1,W01
TraesCS1A03G0690200.1,TraesCS1A02G273100.1,W01
TraesCS1A03G0690300.1,TraesCS1A02G273200.1,W01
TraesCS1A03G0691100.1,TraesCS1A02G273400.1,W01
TraesCS1A03G0692000.1,TraesCS1A02G273800.1,W01
TraesCS1A03G0692100.1,TraesCS1A02G273900.1,W01
TraesCS1A03G0692600.1,TraesCS1A02G274100.1,W01
TraesCS1A03G0693200.1,TraesCS1A02G274400.1,W01
TraesCS1A03G0694600.1,TraesCS1A02G275400.1,W01
TraesCS1A03G0698400.1,TraesCS1A02G276500.1,W01
TraesCS1A03G0698900.1,TraesCS1A02G276800.1,W01
TraesCS1A03G0701000.1,TraesCS1A02G277500.1,W01
TraesCS1A03G0701100.1,TraesCS1A02G277600.1,W01
TraesCS1A03G0702600.1,TraesCS1A02G278300.1,W01
TraesCS1A03G0702700.1,TraesCS1A02G278400.1,W01
TraesCS1A03G0703100.1,TraesCS1A02G278600.1,W01
TraesCS1A03G0703600.1,TraesCS1A02G278900.1,W01
TraesCS1A03G0704300.1,TraesCS1A02G279100.1,W01
TraesCS1A03G0704500.1,TraesCS1A02G279200.1,W01
TraesCS1A03G0706000.3,TraesCS1A02G279500.3,W01
TraesCS1A03G0707500.1,TraesCS1A02G280200.1,W01
TraesCS1A03G0708400.1,TraesCS1A02G280500.1,W01
TraesCS1A03G0708500.1,TraesCS1A02G280600.1,W01
TraesCS1A03G0709700.1,TraesCS1A02G281100.1,W01
TraesCS1A03G0710500.1,TraesCS1A02G281300.1,W01
TraesCS1A03G0711800.1,TraesCS1A02G281700.1,W01
TraesCS1A03G0712000.1,TraesCS1A02G281800.1,W01
TraesCS1A03G0712400.1,TraesCS1A02G282000.1,W01
TraesCS1A03G0713100.1,TraesCS1A02G282600.1,W01
TraesCS1A03G0713800.1,TraesCS1A02G282700.1,W01
TraesCS1A03G0715100.1,TraesCS1A02G283400.1,W01
TraesCS1A03G0716900.1,TraesCS1A02G283900.1,W01
TraesCS1A03G0717700.1,TraesCS1A02G284400.1,W01
TraesCS1A03G0719200.1,TraesCS1A02G285500.1,W01
TraesCS1A03G0719400.1,TraesCS1A02G285600.1,W01
TraesCS1A03G0720100.1,TraesCS1A02G286000.1,W01
TraesCS1A03G0720600.1,TraesCS1A02G286400.1,W01
TraesCS1A03G0720700.1,TraesCS1A02G286500.1,W01
TraesCS1A03G0721900.1,TraesCS1A02G287100.1,W01
TraesCS1A03G0723000.1,TraesCS1A02G287500.1,W01
TraesCS1A03G0724900.1,TraesCS1A02G288400.1,W01
TraesCS1A03G0725300.1,TraesCS1A02G288700.1,W01
TraesCS1A03G0725400.1,TraesCS1A02G288800.1,W01
TraesCS1A03G0725600.1,TraesCS1A02G288900.1,W01
TraesCS1A03G0725700.1,TraesCS1A02G289000.1,W01
TraesCS1A03G0727200.1,TraesCS1A02G289600.1,W01
TraesCS1A03G0727400.1,TraesCS1A02G289800.1,W01
TraesCS1A03G0728000.1,TraesCS1A02G290100.1,W01
TraesCS1A03G0728200.1,TraesCS1A02G290200.1,W01
TraesCS1A03G0729000.1,TraesCS1A02G291000.1,W01
TraesCS1A03G0729800.1,TraesCS1A02G291400.1,W01
TraesCS1A03G0731300.1,TraesCS1A02G292300.1,W01
TraesCS1A03G0731700.1,TraesCS1A02G292700.1,W01
TraesCS1A03G0731900.1,TraesCS1A02G292800.1,W01
TraesCS1A03G0736000.1,TraesCS1A02G294700.1,W01
TraesCS1A03G0738700.1,TraesCS1A02G296100.1,W01
TraesCS1A03G0738800.1,TraesCS1A02G296200.1,W01
TraesCS1A03G0740600.1,TraesCS1A02G296900.1,W01
TraesCS1A03G0740800.1,TraesCS1A02G297000.1,W01
TraesCS1A03G0741000.1,TraesCS1A02G297100.1,W01
TraesCS1A03G0741100.1,TraesCS1A02G297200.1,W01
TraesCS1A03G0741400.1,TraesCS1A02G297500.1,W01
TraesCS1A03G0742600.1,TraesCS1A02G298000.1,W01
TraesCS1A03G0743900.1,TraesCS1A02G298700.1,W01
TraesCS1A03G0745000.1,TraesCS1A02G299000.1,W01
TraesCS1A03G0745300.1,TraesCS1A02G299200.1,W01
TraesCS1A03G0746300.1,TraesCS1A02G299300.1,W01
TraesCS1A03G0746600.1,TraesCS1A02G299400.1,W01
TraesCS1A03G0747100.1,TraesCS1A02G299600.1,W01
TraesCS1A03G0747600.1,TraesCS1A02G299900.1,W01
TraesCS1A03G0749400.1,TraesCS1A02G301100.1,W01
TraesCS1A03G0751400.1,TraesCS1A02G302100.1,W01
TraesCS1A03G0752300.1,TraesCS1A02G302300.1,W01
TraesCS1A03G0753500.1,TraesCS1A02G302900.1,W01
TraesCS1A03G0754600.1,TraesCS1A02G303300.1,W01
TraesCS1A03G0755400.1,TraesCS1A02G303800.1,W01
TraesCS1A03G0757200.1,TraesCS1A02G304700.1,W01
TraesCS1A03G0758200.1,TraesCS1A02G305200.1,W01
TraesCS1A03G0760300.1,TraesCS1A02G305700.1,W01
TraesCS1A03G0760700.1,TraesCS1A02G306100.1,W01
TraesCS1A03G0761500.1,TraesCS1A02G306300.1,W01
TraesCS1A03G0761800.1,TraesCS1A02G306500.1,W01
TraesCS1A03G0761900.1,TraesCS1A02G306600.1,W01
TraesCS1A03G0764500.1,TraesCS1A02G307900.1,W01
TraesCS1A03G0765200.1,TraesCS1A02G308400.1,W01
TraesCS1A03G0765300.1,TraesCS1A02G308500.1,W01
TraesCS1A03G0766800.3,TraesCS1A02G309200.1,W01
TraesCS1A03G0768600.1,TraesCS1A02G309700.1,W01
TraesCS1A03G0772000.1,TraesCS1A02G311100.1,W01
TraesCS1A03G0773400.1,TraesCS1A02G311400.1,W01
TraesCS1A03G0773900.1,TraesCS1A02G311800.1,W01
TraesCS1A03G0774100.1,TraesCS1A02G311900.1,W01
TraesCS1A03G0775900.1,TraesCS1A02G312500.1,W01
TraesCS1A03G0778700.1,TraesCS1A02G313300.1,W01
TraesCS1A03G0780000.1,TraesCS1A02G314200.1,W01
TraesCS1A03G0782200.1,TraesCS1A02G315300.1,W01
TraesCS1A03G0784500.1,TraesCS1A02G315900.1,W01
TraesCS1A03G0787000.1,TraesCS1A02G317000.1,W01
TraesCS1A03G0787300.1,TraesCS1A02G317100.1,W01
TraesCS1A03G0788400.1,TraesCS1A02G317500.1,W01
TraesCS1A03G0788800.1,TraesCS1A02G317700.1,W01
TraesCS1A03G0789300.1,TraesCS1A02G317800.1,W01
TraesCS1A03G0790700.1,TraesCS1A02G319000.1,W01
TraesCS1A03G0791400.1,TraesCS1A02G319300.1,W01
TraesCS1A03G0791600.1,TraesCS1A02G319400.1,W01
TraesCS1A03G0791700.1,TraesCS1A02G319500.1,W01
TraesCS1A03G0791800.1,TraesCS1A02G319600.1,W01
TraesCS1A03G0793200.1,TraesCS1A02G320200.1,W01
TraesCS1A03G0793500.1,TraesCS1A02G320500.1,W01
TraesCS1A03G0794600.1,TraesCS1A02G321000.1,W01
TraesCS1A03G0796800.1,TraesCS1A02G321900.1,W01
TraesCS1A03G0797200.1,TraesCS1A02G322300.1,W01
TraesCS1A03G0797300.1,TraesCS1A02G322400.1,W01
TraesCS1A03G0801100.1,TraesCS1A02G323200.1,W01
TraesCS1A03G0802600.1,TraesCS1A02G323600.1,W01
TraesCS1A03G0803600.1,TraesCS1A02G323900.1,W01
TraesCS1A03G0805700.1,TraesCS1A02G324800.1,W01
TraesCS1A03G0808500.1,TraesCS1A02G325500.1,W01
TraesCS1A03G0809500.1,TraesCS1A02G326100.1,W01
TraesCS1A03G0809600.1,TraesCS1A02G326200.1,W01
TraesCS1A03G0810800.1,TraesCS1A02G327000.1,W01
TraesCS1A03G0811400.1,TraesCS1A02G327700.1,W01
TraesCS1A03G0811900.1,TraesCS1A02G327900.1,W01
TraesCS1A03G0812500.1,TraesCS1A02G328200.1,W01
TraesCS1A03G0813100.1,TraesCS1A02G328400.1,W01
TraesCS1A03G0813100.2,TraesCS1A02G328400.2,W01
TraesCS1A03G0813600.1,TraesCS1A02G328700.1,W01
TraesCS1A03G0815400.1,TraesCS1A02G329300.1,W01
TraesCS1A03G0815700.1,TraesCS1A02G329400.1,W01
TraesCS1A03G0818800.1,TraesCS1A02G330300.1,W01
TraesCS1A03G0821600.1,TraesCS1A02G330900.1,W01
TraesCS1A03G0821800.1,TraesCS1A02G331000.1,W01
TraesCS1A03G0823100.1,TraesCS1A02G331600.1,W01
TraesCS1A03G0823600.1,TraesCS1A02G331900.1,W01
TraesCS1A03G0824000.1,TraesCS1A02G332200.1,W01
TraesCS1A03G0824700.1,TraesCS1A02G332500.1,W01
TraesCS1A03G0825100.1,TraesCS1A02G332600.1,W01
TraesCS1A03G0825800.1,TraesCS1A02G333000.1,W01
TraesCS1A03G0829100.1,TraesCS1A02G334900.1,W01
TraesCS1A03G0830600.1,TraesCS1A02G336000.1,W01
TraesCS1A03G0832500.1,TraesCS1A02G337000.1,W01
TraesCS1A03G0833200.1,TraesCS1A02G337200.1,W01
TraesCS1A03G0836000.1,TraesCS1A02G338300.1,W01
TraesCS1A03G0836400.1,TraesCS1A02G338600.1,W01
TraesCS1A03G0837600.1,TraesCS1A02G339300.1,W01
TraesCS1A03G0838800.1,TraesCS1A02G339600.1,W01
TraesCS1A03G0839200.1,TraesCS1A02G340000.1,W01
TraesCS1A03G0839300.1,TraesCS1A02G340100.1,W01
TraesCS1A03G0839500.1,TraesCS1A02G340200.1,W01
TraesCS1A03G0840000.1,TraesCS1A02G340400.1,W01
TraesCS1A03G0841000.1,TraesCS1A02G340700.1,W01
TraesCS1A03G0841600.1,TraesCS1A02G340900.1,W01
TraesCS1A03G0842800.1,TraesCS1A02G341300.1,W01
TraesCS1A03G0843400.1,TraesCS1A02G341500.1,W01
TraesCS1A03G0843500.1,TraesCS1A02G341600.1,W01
TraesCS1A03G0843600.1,TraesCS1A02G341700.1,W01
TraesCS1A03G0845000.1,TraesCS1A02G342300.1,W01
TraesCS1A03G0847100.1,TraesCS1A02G343800.1,W01
TraesCS1A03G0850600.1,TraesCS1A02G345900.1,W01
TraesCS1A03G0851300.1,TraesCS1A02G346400.1,W01
TraesCS1A03G0851600.1,TraesCS1A02G346600.1,W01
TraesCS1A03G0852900.1,TraesCS1A02G347400.1,W01
TraesCS1A03G0853400.1,TraesCS1A02G347800.1,W01
TraesCS1A03G0855900.1,TraesCS1A02G349100.1,W01
TraesCS1A03G0856700.1,TraesCS1A02G349600.1,W01
TraesCS1A03G0858300.1,TraesCS1A02G350100.1,W01
TraesCS1A03G0860400.1,TraesCS1A02G350700.1,W01
TraesCS1A03G0860500.1,TraesCS1A02G350800.1,W01
TraesCS1A03G0863500.1,TraesCS1A02G351800.1,W01
TraesCS1A03G0864500.1,TraesCS1A02G352500.1,W01
TraesCS1A03G0864800.1,TraesCS1A02G352600.1,W01
TraesCS1A03G0865000.1,TraesCS1A02G352800.1,W01
TraesCS1A03G0865700.1,TraesCS1A02G352900.1,W01
TraesCS1A03G0866200.1,TraesCS1A02G353300.1,W01
TraesCS1A03G0867000.1,TraesCS1A02G353800.1,W01
TraesCS1A03G0868900.1,TraesCS1A02G354700.1,W01
TraesCS1A03G0869400.1,TraesCS1A02G355000.1,W01
TraesCS1A03G0869500.1,TraesCS1A02G355100.1,W01
TraesCS1A03G0870900.1,TraesCS1A02G355800.1,W01
TraesCS1A03G0871600.1,TraesCS1A02G356300.1,W01
TraesCS1A03G0872300.1,TraesCS1A02G356500.1,W01
TraesCS1A03G0873000.1,TraesCS1A02G356700.1,W01
TraesCS1A03G0873700.1,TraesCS1A02G357200.1,W01
TraesCS1A03G0874000.1,TraesCS1A02G357400.1,W01
TraesCS1A03G0874700.1,TraesCS1A02G358000.1,W01
TraesCS1A03G0876900.1,TraesCS1A02G359300.1,W01
TraesCS1A03G0879700.1,TraesCS1A02G360300.1,W01
TraesCS1A03G0881600.1,TraesCS1A02G361400.1,W01
TraesCS1A03G0881700.1,TraesCS1A02G361500.1,W01
TraesCS1A03G0885700.1,TraesCS1A02G363300.1,W01
TraesCS1A03G0886300.1,TraesCS1A02G363700.1,W01
TraesCS1A03G0886600.1,TraesCS1A02G363900.1,W01
TraesCS1A03G0887800.1,TraesCS1A02G364600.1,W01
TraesCS1A03G0888300.1,TraesCS1A02G364900.1,W01
TraesCS1A03G0888700.1,TraesCS1A02G365300.1,W01
TraesCS1A03G0888800.1,TraesCS1A02G365400.1,W01
TraesCS1A03G0889200.1,TraesCS1A02G365600.1,W01
TraesCS1A03G0889900.1,TraesCS1A02G365900.1,W01
TraesCS1A03G0890700.1,TraesCS1A02G366000.1,W01
TraesCS1A03G0891000.1,TraesCS1A02G366100.1,W01
TraesCS1A03G0894100.1,TraesCS1A02G368100.1,W01
TraesCS1A03G0895000.1,TraesCS1A02G368500.1,W01
TraesCS1A03G0895200.1,TraesCS1A02G368700.1,W01
TraesCS1A03G0896600.1,TraesCS1A02G369400.1,W01
TraesCS1A03G0897100.1,TraesCS1A02G369900.1,W01
TraesCS1A03G0900300.1,TraesCS1A02G370900.1,W01
TraesCS1A03G0901300.1,TraesCS1A02G371100.1,W01
TraesCS1A03G0902300.1,TraesCS1A02G371600.1,W01
TraesCS1A03G0902800.1,TraesCS1A02G371900.1,W01
TraesCS1A03G0904500.1,TraesCS1A02G372700.1,W01
TraesCS1A03G0905200.1,TraesCS1A02G372800.1,W01
TraesCS1A03G0907500.1,TraesCS1A02G374100.1,W01
TraesCS1A03G0907900.1,TraesCS1A02G374200.1,W01
TraesCS1A03G0908000.1,TraesCS1A02G374300.1,W01
TraesCS1A03G0910600.1,TraesCS1A02G375700.1,W01
TraesCS1A03G0911900.1,TraesCS1A02G376400.1,W01
TraesCS1A03G0912900.1,TraesCS1A02G377400.1,W01
TraesCS1A03G0913500.1,TraesCS1A02G377700.1,W01
TraesCS1A03G0915300.1,TraesCS1A02G378700.1,W01
TraesCS1A03G0915400.1,TraesCS1A02G378800.1,W01
TraesCS1A03G0915700.1,TraesCS1A02G379000.1,W01
TraesCS1A03G0917300.1,TraesCS1A02G379500.1,W01
TraesCS1A03G0917400.1,TraesCS1A02G379600.1,W01
TraesCS1A03G0918000.1,TraesCS1A02G379900.1,W01
TraesCS1A03G0918800.1,TraesCS1A02G380600.1,W01
TraesCS1A03G0920400.1,TraesCS1A02G381100.1,W01
TraesCS1A03G0920600.1,TraesCS1A02G381300.1,W01
TraesCS1A03G0921200.1,TraesCS1A02G381800.1,W01
TraesCS1A03G0921400.1,TraesCS1A02G381900.1,W01
TraesCS1A03G0924600.1,TraesCS1A02G382800.1,W01
TraesCS1A03G0924800.2,TraesCS1A02G382900.2,W01
TraesCS1A03G0926300.1,TraesCS1A02G383500.1,W01
TraesCS1A03G0938000.1,TraesCS1A02G385600.1,W01
TraesCS1A03G0940400.1,TraesCS1A02G385900.1,W01
TraesCS1A03G0941000.1,TraesCS1A02G386400.1,W01
TraesCS1A03G0942400.1,TraesCS1A02G387100.1,W01
TraesCS1A03G0946200.1,TraesCS1A02G387900.1,W01
TraesCS1A03G0946300.1,TraesCS1A02G388000.1,W01
TraesCS1A03G0947000.1,TraesCS1A02G388400.1,W01
TraesCS1A03G0948200.1,TraesCS1A02G388800.1,W01
TraesCS1A03G0948700.1,TraesCS1A02G389100.1,W01
TraesCS1A03G0949500.1,TraesCS1A02G389400.1,W01
TraesCS1A03G0950600.1,TraesCS1A02G389900.1,W01
TraesCS1A03G0951100.2,TraesCS1A02G390300.2,W01
