"","logFC","logCPM","PValue","FDR"
"FGRAMPH1_01T02151",-2.32049491981539,2.76274692053664,1.34711098769459e-05,6.73748674199261e-05
"FGRAMPH1_01T02163",-1.92807034901574,5.29671938989403,9.03099843262186e-05,0.000392895370480343
"FGRAMPH1_01T02165",-1.09618153938234,9.90588746185868,0.00237193781854923,0.00752048042287289
"FGRAMPH1_01T02169",-1.44032192925067,6.17458267196789,0.000343249470246008,0.00133908247844295
"FGRAMPH1_01T02171",-1.29070038788851,6.33735234544111,0.000122722607891185,0.000520067495490268
"FGRAMPH1_01T02175",1.77848861647181,3.61925365847384,0.00059913031242652,0.00221822380004199
"FGRAMPH1_01T02195",-4.32665843211486,5.46548954913398,1.14928724075398e-07,7.87491316307064e-07
"FGRAMPH1_01T02201",2.4706688898734,2.73464882277295,0.00318934419831333,0.00981473774910365
"FGRAMPH1_01T02203",-1.08106226059692,5.30279563032512,0.0162787445642296,0.0405921125775821
"FGRAMPH1_01T02207",-1.36415465608575,6.84238886857883,0.000142065852181347,0.000593624205820061
"FGRAMPH1_01T02215",5.87260028561494,2.88412712380168,1.38210829973899e-08,1.06481607965389e-07
"FGRAMPH1_01T02221",1.40453145662665,7.08227549692372,1.04281018713071e-05,5.31980643000908e-05
"FGRAMPH1_01T02233",-1.54005007450292,6.81038459225734,6.32447495320901e-06,3.35222803624244e-05
"FGRAMPH1_01T02237",2.18525458104654,3.27987165501219,4.38095616054166e-05,0.000200345773645318
"FGRAMPH1_01T02241",-1.14991471259022,5.10104867441539,0.000895955219381201,0.00317023316211887
"FGRAMPH1_01T02249",1.75667604324553,5.45375399137978,1.09246242047778e-06,6.38571748908323e-06
"FGRAMPH1_01T02251",1.23335326497361,7.45168752166339,0.00168495660497626,0.00553696638123952
"FGRAMPH1_01T02253",-2.31237070612775,6.5238062454485,1.39123451679294e-10,1.34782284714857e-09
"FGRAMPH1_01T02261",-1.0244381883352,7.48202866369238,0.00603054475276783,0.0171680114512393
"FGRAMPH1_01T02265",-2.5390351029733,7.05414186543899,4.24759653621047e-07,2.65012537616996e-06
"FGRAMPH1_01T02271",0.885489361157158,5.85694206352063,0.0167893221182267,0.0417054020903254
"FGRAMPH1_01T02273",1.51340654803951,5.83677718947797,0.00123247064189906,0.00420591660997713
"FGRAMPH1_01T02277",-0.833414348772939,5.17071290580907,0.00451958738348246,0.0133019529657882
